N (kg/ha),P (kg/ha),K (kg/ha),Temp (°C),Humidity (%),pH,Rainfall (mm),label,guide
2110,20.93,328,27.2,75.4,7.5,2346,cinnamon,Pits of 50 cm are dug at a spacing of 3 x 3 m filled with compost and topsoil before plantation. Seedlings are transplanted when they are about 12 months old at a distance of about 2 metresbetween plants and rows. The planting is done in suitable weather conditions/ preferablyin June-July to get benefit of monsoon for the establishment of seedlings. In each pit/ 5seedlings can be planted. Partial shade in the initial years is advantageous for healthy andrapid growth of plants.
2530,27.67,356,27.5,78.3,7.5,1825,cinnamon,Pits of 50 cm are dug at a spacing of 3 x 3 m filled with compost and topsoil before plantation. Seedlings are transplanted when they are about 12 months old at a distance of about 2 metresbetween plants and rows. The planting is done in suitable weather conditions/ preferablyin June-July to get benefit of monsoon for the establishment of seedlings. In each pit/ 5seedlings can be planted. Partial shade in the initial years is advantageous for healthy andrapid growth of plants.
1470,18.7,294,27.1,85.6,7.2,2097,cinnamon,Pits of 50 cm are dug at a spacing of 3 x 3 m filled with compost and topsoil before plantation. Seedlings are transplanted when they are about 12 months old at a distance of about 2 metresbetween plants and rows. The planting is done in suitable weather conditions/ preferablyin June-July to get benefit of monsoon for the establishment of seedlings. In each pit/ 5seedlings can be planted. Partial shade in the initial years is advantageous for healthy andrapid growth of plants.
3310,24.45,359,29.3,83.4,7.4,2100,cinnamon,Pits of 50 cm are dug at a spacing of 3 x 3 m filled with compost and topsoil before plantation. Seedlings are transplanted when they are about 12 months old at a distance of about 2 metresbetween plants and rows. The planting is done in suitable weather conditions/ preferablyin June-July to get benefit of monsoon for the establishment of seedlings. In each pit/ 5seedlings can be planted. Partial shade in the initial years is advantageous for healthy andrapid growth of plants.
1470,18.7,294,28,76.7,7.2,2494,cinnamon,Pits of 50 cm are dug at a spacing of 3 x 3 m filled with compost and topsoil before plantation. Seedlings are transplanted when they are about 12 months old at a distance of about 2 metresbetween plants and rows. The planting is done in suitable weather conditions/ preferablyin June-July to get benefit of monsoon for the establishment of seedlings. In each pit/ 5seedlings can be planted. Partial shade in the initial years is advantageous for healthy andrapid growth of plants.
2530,27.67,356,27.7,78.8,7.5,2133,cinnamon,Pits of 50 cm are dug at a spacing of 3 x 3 m filled with compost and topsoil before plantation. Seedlings are transplanted when they are about 12 months old at a distance of about 2 metresbetween plants and rows. The planting is done in suitable weather conditions/ preferablyin June-July to get benefit of monsoon for the establishment of seedlings. In each pit/ 5seedlings can be planted. Partial shade in the initial years is advantageous for healthy andrapid growth of plants.
1170,22.14,283,27.1,77.6,7.4,2070,cinnamon,Pits of 50 cm are dug at a spacing of 3 x 3 m filled with compost and topsoil before plantation. Seedlings are transplanted when they are about 12 months old at a distance of about 2 metresbetween plants and rows. The planting is done in suitable weather conditions/ preferablyin June-July to get benefit of monsoon for the establishment of seedlings. In each pit/ 5seedlings can be planted. Partial shade in the initial years is advantageous for healthy andrapid growth of plants.
1710,22.16,305,27.6,77.2,7.5,2333,cinnamon,Pits of 50 cm are dug at a spacing of 3 x 3 m filled with compost and topsoil before plantation. Seedlings are transplanted when they are about 12 months old at a distance of about 2 metresbetween plants and rows. The planting is done in suitable weather conditions/ preferablyin June-July to get benefit of monsoon for the establishment of seedlings. In each pit/ 5seedlings can be planted. Partial shade in the initial years is advantageous for healthy andrapid growth of plants.
3670,24.15,398,28.6,79.9,7.3,2050,cinnamon,Pits of 50 cm are dug at a spacing of 3 x 3 m filled with compost and topsoil before plantation. Seedlings are transplanted when they are about 12 months old at a distance of about 2 metresbetween plants and rows. The planting is done in suitable weather conditions/ preferablyin June-July to get benefit of monsoon for the establishment of seedlings. In each pit/ 5seedlings can be planted. Partial shade in the initial years is advantageous for healthy andrapid growth of plants.
2110,20.93,328,27.6,86.8,7.5,2172,cinnamon,Pits of 50 cm are dug at a spacing of 3 x 3 m filled with compost and topsoil before plantation. Seedlings are transplanted when they are about 12 months old at a distance of about 2 metresbetween plants and rows. The planting is done in suitable weather conditions/ preferablyin June-July to get benefit of monsoon for the establishment of seedlings. In each pit/ 5seedlings can be planted. Partial shade in the initial years is advantageous for healthy andrapid growth of plants.
1710,22.16,305,29,80.4,7.5,2377,cinnamon,Pits of 50 cm are dug at a spacing of 3 x 3 m filled with compost and topsoil before plantation. Seedlings are transplanted when they are about 12 months old at a distance of about 2 metresbetween plants and rows. The planting is done in suitable weather conditions/ preferablyin June-July to get benefit of monsoon for the establishment of seedlings. In each pit/ 5seedlings can be planted. Partial shade in the initial years is advantageous for healthy andrapid growth of plants.
2210,25.95,317,27.3,85,7.5,2134,cinnamon,Pits of 50 cm are dug at a spacing of 3 x 3 m filled with compost and topsoil before plantation. Seedlings are transplanted when they are about 12 months old at a distance of about 2 metresbetween plants and rows. The planting is done in suitable weather conditions/ preferablyin June-July to get benefit of monsoon for the establishment of seedlings. In each pit/ 5seedlings can be planted. Partial shade in the initial years is advantageous for healthy andrapid growth of plants.
2110,20.93,328,29.3,83.9,7.5,1853,cinnamon,Pits of 50 cm are dug at a spacing of 3 x 3 m filled with compost and topsoil before plantation. Seedlings are transplanted when they are about 12 months old at a distance of about 2 metresbetween plants and rows. The planting is done in suitable weather conditions/ preferablyin June-July to get benefit of monsoon for the establishment of seedlings. In each pit/ 5seedlings can be planted. Partial shade in the initial years is advantageous for healthy andrapid growth of plants.
2110,20.93,328,29.5,82.5,7.5,2418,cinnamon,Pits of 50 cm are dug at a spacing of 3 x 3 m filled with compost and topsoil before plantation. Seedlings are transplanted when they are about 12 months old at a distance of about 2 metresbetween plants and rows. The planting is done in suitable weather conditions/ preferablyin June-July to get benefit of monsoon for the establishment of seedlings. In each pit/ 5seedlings can be planted. Partial shade in the initial years is advantageous for healthy andrapid growth of plants.
3670,24.15,398,28,84.1,7.3,2356,cinnamon,Pits of 50 cm are dug at a spacing of 3 x 3 m filled with compost and topsoil before plantation. Seedlings are transplanted when they are about 12 months old at a distance of about 2 metresbetween plants and rows. The planting is done in suitable weather conditions/ preferablyin June-July to get benefit of monsoon for the establishment of seedlings. In each pit/ 5seedlings can be planted. Partial shade in the initial years is advantageous for healthy andrapid growth of plants.
2920,22.97,364,28.7,78.6,7.5,2470,cinnamon,Pits of 50 cm are dug at a spacing of 3 x 3 m filled with compost and topsoil before plantation. Seedlings are transplanted when they are about 12 months old at a distance of about 2 metresbetween plants and rows. The planting is done in suitable weather conditions/ preferablyin June-July to get benefit of monsoon for the establishment of seedlings. In each pit/ 5seedlings can be planted. Partial shade in the initial years is advantageous for healthy andrapid growth of plants.
2920,22.97,364,29.1,80.9,7.5,2105,cinnamon,Pits of 50 cm are dug at a spacing of 3 x 3 m filled with compost and topsoil before plantation. Seedlings are transplanted when they are about 12 months old at a distance of about 2 metresbetween plants and rows. The planting is done in suitable weather conditions/ preferablyin June-July to get benefit of monsoon for the establishment of seedlings. In each pit/ 5seedlings can be planted. Partial shade in the initial years is advantageous for healthy andrapid growth of plants.
